Metodo,Base,Estatistica,Variavel,Valor
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,attribute19,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,attribute20,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,attribute21,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,attribute22,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,attribute23,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,attribute24,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,attribute25,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,attribute26,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,attribute27,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,attribute28,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,attribute29,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,attribute30,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,attribute31,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,attribute32,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,attribute33,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,attribute34,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,aa,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,ao,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,dcl,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,iy,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,sh,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,0,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,1,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,2,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,3,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,4,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,5,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,6,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,7,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,8,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,9,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,10,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,11,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,12,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,13,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,14,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,15,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,16,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,17,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,18,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,19,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,20,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,21,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,22,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,23,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,24,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,25,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,26,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,27,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,28,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,29,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,30,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,31,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,32,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,33,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,34,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,35,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,36,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,37,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,38,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,39,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,40,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,41,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,42,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,43,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,44,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,45,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,46,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,48,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Media,49,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,time,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v1,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v2,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v3,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v4,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v5,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v6,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v7,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v8,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v9,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v10,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v11,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v12,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v13,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v14,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v15,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v16,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v17,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v18,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v19,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v20,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v21,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v22,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v23,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v24,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v25,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v26,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v27,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,v28,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,amount,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,radius1,3.8319407539075248
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,texture1,4.052102430137837
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,perimeter1,26.348452385592665
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,area1,391.8082192627597
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,smoothness1,0.013380723448222071
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,compactness1,0.05194460849604481
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,concavity1,0.08433567468422719
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,concave_points1,0.04135276812029917
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,symmetry1,0.026395124110242293
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,fractal_dimension1,0.00712795524550928
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,radius2,0.3108896845174783
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,texture2,0.5379458683764592
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,perimeter2,2.288970682105849
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,area2,52.528497737812174
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,smoothness2,0.00264746908041867
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,compactness2,0.01856740821821364
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,concavity2,0.03465734256693756
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,concave_points2,0.0064157038190432916
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,symmetry2,0.008242718831228193
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,fractal_dimension2,0.0030218792465002515
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,radius3,5.16656654630243
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,texture3,5.986822348471736
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,perimeter3,35.74980556337356
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,area3,616.5436800461507
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,smoothness3,0.02274639778554546
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,compactness3,0.15086036284560203
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,concavity3,0.2084267031924472
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,concave_points3,0.06623214141107032
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,symmetry3,0.06152722570750883
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,fractal_dimension3,0.018181058520886393
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,pregnancies,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,glucose,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,bloodpressure,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,skinthickness,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,insulin,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,bmi,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,diabetespedigreefunction,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,age,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute01,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute02,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute03,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute04,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute05,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute06,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute07,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute08,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute09,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute10,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute11,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute12,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute13,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute14,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute15,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute16,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute17,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute18,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute19,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute20,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute21,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute22,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute23,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute24,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute25,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute26,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute27,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute28,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute29,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute30,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute31,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute32,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute33,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,attribute34,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,aa,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,ao,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,dcl,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,iy,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,sh,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,0,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,1,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,2,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,3,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,4,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,5,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,6,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,7,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,8,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,9,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,10,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,11,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,12,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,13,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,14,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,15,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,16,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,17,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,18,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,19,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,20,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,21,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,22,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,23,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,24,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,25,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,26,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,27,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,28,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,29,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,30,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,31,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,32,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,33,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,34,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,35,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,36,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,37,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,38,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,39,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,40,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,41,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,42,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,43,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,44,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,45,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,46,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,48,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Desvio_Padrao,49,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,time,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v1,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v2,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v3,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v4,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v5,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v6,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v7,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v8,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v9,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v10,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v11,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v12,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v13,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v14,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v15,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v16,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v17,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v18,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v19,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v20,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v21,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v22,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v23,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v24,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v25,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v26,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v27,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,v28,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,amount,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,radius1,6.981
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,texture1,9.71
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,perimeter1,43.79
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,area1,143.5
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,smoothness1,0.05263
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,compactness1,0.0265
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,concavity1,0
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,concave_points1,0
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,symmetry1,0.1167
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,fractal_dimension1,0.04996
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,radius2,0.1115
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,texture2,0.3621
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,perimeter2,0.757
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,area2,7.228
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,smoothness2,0.002667
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,compactness2,0.003012
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,concavity2,0
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,concave_points2,0
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,symmetry2,0.007882
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,fractal_dimension2,9.502e-4
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,radius3,7.93
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,texture3,12.02
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,perimeter3,50.41
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,area3,185.2
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,smoothness3,0.08409
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,compactness3,0.04327
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,concavity3,0
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,concave_points3,0
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,symmetry3,0.1565
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,fractal_dimension3,0.05504
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,pregnancies,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,glucose,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,bloodpressure,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,skinthickness,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,insulin,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,bmi,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,diabetespedigreefunction,NA
OVERSAMPLING,02-Breast Cancer Wisconsin (Diagnostic),Minimo,age,NA
